ID	FL24_1_metaphlan2	XS24_2_metaphlan2	XS24_3_metaphlan2	FS24_3_metaphlan2	NS0_3_metaphlan2	FS24_2_metaphlan2	NS24_1_metaphlan2	NS0_2_metaphlan2	IN24_2_metaphlan2	GS24_2_metaphlan2	IN24_3_metaphlan2	GS24_3_metaphlan2	FL24_3_metaphlan2	FL24_2_metaphlan2	XS24_1_metaphlan2	NS24_3_metaphlan2	NS0_1_metaphlan2	FS24_1_metaphlan2	NS24_2_metaphlan2	GS24_1_metaphlan2	IN24_1_metaphlan2
k__Bacteria|p__Firmicutes|c__Clostridia		6.47766			11.51526			11.64106			8.97768			44.65541			8.97633			7.23266			44.44111			5.61045			7.23759			5.7015			7.12393			6.47715			6.44302			11.59483			7.05825			44.33357			8.97507			7.09836			7.33346			5.66403	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales		6.47766			11.51526			11.64106			8.97768			44.65541			8.97633			7.23266			44.44111			5.61045			7.23759			5.7015			7.12393			6.47715			6.44302			11.59483			7.05825			44.33357			8.97507			7.09836			7.33346			5.66403	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae		2.45467			1.66237			1.6481			3.09183			1.45834			3.1394			4.72626			1.48562			1.13168			5.96586			1.06989			5.8245			2.54868			2.50198			1.73246			4.67641			1.47327			3.18448			4.70449			5.94241			1.088	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname		0.00327			0.01337			0.01495		0.0	0.0	0.0		0.01788		0.0		0.01192			0.0469			0.01145			0.04689			0.00496			0.00236			0.01584			0.02035		0.0	0.0		0.01798			0.05987			0.00935	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_noname_unclassified		0.00327			0.01337			0.01495		0.0	0.0	0.0		0.01788		0.0		0.01192			0.0469			0.01145			0.04689			0.00496			0.00236			0.01584			0.02035		0.0	0.0		0.01798			0.05987			0.00935	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium		2.4514			1.649			1.63315			3.09183			1.45834			3.1394			4.70838			1.48562			1.11977			5.91896			1.05844			5.77761			2.54371			2.49962			1.71662			4.65606			1.47327			3.18448			4.68651			5.88254			1.07865	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme	0.0		0.02513			0.02585			0.00087			0.01596			0.00161			0.02942			0.02253			0.02973		0.0		0.03181		0.0	0.0	0.0		0.01973			0.03674			0.01673			0.0041			0.03083		0.0		0.03094	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae		0.00226			0.00147		0.0		0.00852			0.10251			0.00701			0.11547			0.08207		0.0		0.01555			0.00078			0.01782			0.00262			0.00363		0.0		0.12915			0.09911			0.00518			0.12194			0.01321			0.00058	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum		0.01812			0.0775			0.08347		0.0	0.0	0.0	0.0	0.0		0.05063			0.20839			0.0425			0.21795			0.02509			0.02012			0.08084		0.0	0.0	0.0	0.0		0.22055			0.0471	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_citroniae	0.0		0.01634			0.01816			0.19338			0.01447			0.19059			0.50094			0.02322			0.04139			0.0059			0.03034			0.00444		0.0	0.0		0.01182			0.46566			0.02602			0.19307			0.4968			0.00272			0.03967	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	0.0	0.0	0.0	0.0		0.0004		0.0		0.03758		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00157			0.03826			0.00194		0.0		0.02917		0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi		0.44098			0.08221			0.04577			0.09122			0.02752			0.10142			0.66942			0.0278			0.02346			0.20352			0.02128			0.21298			0.47374			0.47246			0.08556			0.65563			0.02762			0.09467			0.64431			0.20642			0.01904	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum		0.00429			0.33866			0.37052			0.01636			0.73811			0.01517			0.05313			0.75262			0.00626			0.00509			0.00344			0.00385			0.0038			0.007			0.40023			0.04293			0.7354			0.00646			0.05442			0.0003			0.00359	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile		0.13521			0.11178			0.11794			0.03823			0.07425			0.0514		0.0		0.08017			0.00645			0.05782			0.0042			0.05285			0.14011			0.14832			0.1315		0.0		0.06082			0.04592		0.0		0.05642			0.00447	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens		0.10022			0.15307			0.17951			0.09811			0.04739			0.10053		0.0		0.03326			0.02956			3.84913			0.02518			3.71622			0.10852			0.1095			0.1359		0.0		0.02839			0.11506		0.0		3.83556			0.02459	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA		0.81387			0.17068			0.16743			0.35992		0.0		0.36591			0.53497		0.0		0.01432			0.64444			0.01148			0.60107			0.81436			0.80099			0.18494			0.50598		0.0		0.36075			0.55798			0.63369			0.01254	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_3_54FAA		0.0125			0.02285			0.02369			0.03196			0.0193			0.03866			0.08215			0.01546			0.03143			0.00819			0.03292			0.00911			0.0074			0.00746			0.02404			0.09236			0.02455			0.03297			0.08564			0.00946			0.03062	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_29733		0.08084			0.02759			0.02178			0.0782		0.0		0.0925			0.09792		0.0		0.06242			0.07979			0.06131			0.0781			0.08646			0.08803			0.02484			0.10817		0.0		0.07397			0.10039			0.06909			0.05329	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	0.0	0.0		0.0003			0.02633			0.15622			0.0271			0.00536			0.16523			0.01001		0.0		0.00134		0.0	0.0	0.0		0.00155			0.00823			0.15242			0.02479			0.0102		0.0		0.00489	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5		0.0169			0.01298			0.01096			0.00539		0.0		0.00303		0.0	0.0		0.00409			0.01905			0.00424			0.01929			0.01961			0.02374			0.01559		0.0	0.0		0.00477		0.0		0.01895			0.00448	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_M62_1	0.0	0.0	0.0	0.0		0.01508		0.0	0.0		0.01365		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.01119		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_SS2_1	0.0	0.0	0.0	0.0		0.15058		0.0	0.0		0.18547		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.17877		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum		0.82619			0.60876			0.56776			2.14334			0.09657			2.14448			2.582			0.08412			0.81003			0.82209			0.78761			0.84391			0.86202			0.81836			0.5985			2.57295			0.11033			2.22277			2.55482			0.81617			0.80286	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis	0.0	0.0	0.0	0.0		0.00276		0.0	0.0		0.00499		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0063		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas	0.0	0.0	0.0	0.0		0.00276		0.0	0.0		0.00499		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0063		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified	0.0	0.0	0.0	0.0		0.00276		0.0	0.0		0.00499		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0063		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname		0.00158			0.00203			0.00186			0.03227			0.29237			0.03126			0.01472			0.28774			0.00875			0.00037			0.00506		0.0		0.00128			0.00207			0.00127			0.0244			0.27148			0.03492			0.01561			0.0002			0.00285	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname		0.00158			0.00203			0.00186			0.0022		0.0		0.00265			0.00355		0.0	0.0		0.00037			0.00047		0.0		0.00128			0.00207			0.00127			0.00319		0.0		0.00207			0.00225			0.0002		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA		0.00158			0.00203			0.00186			0.0022		0.0		0.00265			0.00355		0.0	0.0		0.00037			0.00047		0.0		0.00128			0.00207			0.00127			0.00319		0.0		0.00207			0.00225			0.0002		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	0.0	0.0	0.0		0.03006			0.29237			0.0286			0.01117			0.28774			0.00875		0.0		0.0046		0.0	0.0	0.0	0.0		0.02121			0.27148			0.03285			0.01335		0.0		0.00285	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_unclassified	0.0	0.0	0.0		0.03006			0.29237			0.0286			0.01117			0.28774			0.00875		0.0		0.0046		0.0	0.0	0.0	0.0		0.02121			0.27148			0.03285			0.01335		0.0		0.00285	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae		0.26646			0.21136			0.22124			0.92518			11.83247			0.89868			0.25475			11.54348			0.54414			0.10592			0.54169			0.11255			0.26957			0.27772			0.20243			0.25554			11.78738			0.90044			0.24759			0.1015			0.53973	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium		0.26646			0.21136			0.22124			0.92518			11.83247			0.89868			0.25475			11.54348			0.54414			0.10592			0.54169			0.11255			0.26957			0.27772			0.20243			0.25554			11.78738			0.90044			0.24759			0.1015			0.53973	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens		0.06585			0.062			0.06473			0.0318			1.43714			0.03299			0.18628			1.45178			0.05663			0.02185			0.05376			0.02049			0.06961			0.0692			0.06208			0.19137			1.45893			0.03429			0.18378			0.01959			0.05222	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii		0.01651			0.00324			0.00458		0.0		0.00854		0.0		0.00024			0.01303			0.00491			0.0009			0.00579		0.0		0.01429			0.01356			0.00355			0.00206			0.00656		0.0	0.0	0.0		0.00331	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum		0.17669			0.0436			0.0461			0.88449		0.0		0.85881			0.00869		0.0		0.4826			0.07375			0.48214			0.08412			0.17515			0.18623			0.03918			0.00658		0.0		0.85972			0.0082			0.07234			0.4842	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.0	0.0	0.0	0.0		0.52398		0.0	0.0		0.47369		0.0		0.00906		0.0		0.00794		0.0	0.0	0.0	0.0		0.48158		0.0	0.0		0.00957		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale		0.00741			0.10252			0.10585			0.00889			9.30613			0.00688			0.05953			9.0479		0.0		0.00037		0.0	0.0		0.01052			0.00872			0.09762			0.05552			9.24432			0.00644			0.0556		0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	0.0	0.0	0.0	0.0		0.01437		0.0	0.0		0.01186		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.01323		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.0	0.0	0.0	0.0		0.5423		0.0	0.0		0.54522		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.58276		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae		3.17726			8.53899			8.72544			4.03954			10.95678			4.03436			1.40806			10.73601			3.05758			0.70354			3.0733			0.70878			3.07787			3.08376			8.54654			1.44173			11.08783			3.9769			1.38386			0.72412			3.0853	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	0.0	0.0	0.0	0.0		0.11718		0.0		0.00648			0.11669		0.0		0.02396		0.0		0.02381		0.0	0.0	0.0		0.00649			0.13038		0.0		0.00269			0.02451		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.0	0.0	0.0	0.0		0.11718		0.0	0.0		0.11669		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.13038		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp_3_2_56FAA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00262		0.0		0.00239		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00476		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0		0.00648		0.0	0.0		0.02134		0.0		0.02142		0.0	0.0	0.0		0.00649		0.0	0.0		0.00269			0.01976		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia		1.6481			0.18049			0.21052			0.11402			3.52213			0.10912			0.10045			3.46044			0.3689			0.02975			0.37691			0.03361			1.60313			1.58574			0.19901			0.12024			3.56615			0.11775			0.10249			0.02709			0.38141	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.0	0.0		0.00333			0.00372		0.0		0.00427		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00177		0.0	0.0		0.00631		0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_KLE_1732		0.01761			0.00859			0.00939			0.006			0.075			0.00577			0.00528			0.08603			0.00076			0.00203			0.00202			0.00107			0.02005			0.01635			0.00804			0.00426			0.07671			0.00754			0.00357		0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus		1.52977			0.06675			0.0784			0.04862			1.63863			0.05894			0.08044			1.62796			0.31027			0.02551			0.31853			0.02347			1.48951			1.4827			0.07057			0.08179			1.70064			0.05317			0.06851			0.02468			0.33702	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum		0.09229			0.08057			0.07976			0.0058			0.36845			0.00949			0.00763			0.34482			0.01542			0.0022			0.0214			0.0017			0.0855			0.08669			0.09457			0.00562			0.361			0.00877			0.00677			0.00241			0.01759	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques		0.00844			0.02458			0.03964			0.04989			1.44004			0.03065			0.0071			1.40162			0.04245		0.0		0.03496			0.00736			0.00807		0.0		0.02406			0.02857			1.4278			0.04195			0.02365		0.0		0.02679	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus		1.01815			7.57553			7.75814			2.91132			0.47254			2.88376			0.3726			0.46848			1.70974			0.14612			1.71563			0.1498			0.98208			1.00107			7.62165			0.39406			0.53836			2.8075			0.35018			0.16939			1.67887	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus		0.81682			7.17417			7.37397			2.57052			0.09077			2.52255			0.00663			0.09478			1.47032			0.0645			1.46051			0.05507			0.78714			0.79801			7.20747			0.00689			0.10488			2.46741			0.00865			0.06123			1.40723	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes		0.20133			0.40135			0.38418			0.33124			0.38177			0.34776			0.36596			0.3737			0.23651			0.08163			0.25109			0.09473			0.19494			0.20306			0.41417			0.38718			0.43348			0.32558			0.34153			0.10816			0.26514	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_HPP0048	0.0	0.0	0.0		0.00957		0.0		0.01345		0.0	0.0		0.00291		0.0		0.00403		0.0	0.0	0.0	0.0	0.0	0.0		0.01409		0.0	0.0		0.0065	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_HPP0074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00043		0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea		0.46728			0.59132			0.56951			0.95127			3.79188			0.99761			0.91408			3.77003			0.93852			0.49617			0.96468			0.4902			0.44102			0.45005			0.55966			0.92023			3.76719			0.9845			0.92733			0.49763			0.99824	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans		0.43443			0.5013			0.47141			0.85719			1.89348			0.89738			0.88289			1.92517			0.88222			0.45577			0.89674			0.45361			0.40203			0.41004			0.47662			0.88608			1.90056			0.89761			0.89103			0.46451			0.94898	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena		0.03285			0.09002			0.0981			0.09408			1.8984			0.10022			0.03119			1.84486			0.0563			0.0404			0.06795			0.03659			0.03899			0.04001			0.08304			0.03415			1.86663			0.08689			0.0363			0.03312			0.04927	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname		0.04081			0.18584			0.17376			0.06292			1.22998			0.04387			0.01211			1.06702			0.04042			0.00754			0.01607			0.01137			0.04735			0.04584			0.1605			0.00072			1.01987			0.06447			0.00117			0.0055			0.02678	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA	0.0		0.00846		0.0		0.01553			0.16589			0.01085		0.0		0.24015			0.00416		0.0		0.0047		0.0	0.0	0.0	0.0	0.0		0.23973			0.0253		0.0	0.0		0.01312	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA		0.00432		0.0	0.0	0.0		0.01044		0.0	0.0		0.01168		0.0		0.00754		0.0		0.00941			0.00118			0.00138		0.0	0.0		0.00926		0.0	0.0		0.00426		0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA		0.01426		0.0	0.0	0.0		0.03375		0.0	0.0		0.04709			0.00551		0.0		0.00385		0.0		0.01115			0.01182		0.0	0.0		0.04427		0.0	0.0	0.0		0.00494	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	0.0	0.0	0.0	0.0		0.06893		0.0	0.0		0.07501		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.07044		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1		0.00961			0.17687			0.17376		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.01327			0.00839			0.1605		0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA		0.00092			0.00051		0.0		0.00374		0.0		0.00556		0.0	0.0		0.00122		0.0		0.00052		0.0		0.00469			0.00151		0.0	0.0	0.0		0.00754		0.0	0.0		0.00133	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA		0.00947		0.0	0.0		0.00569		0.0		0.01263		0.0	0.0		0.00256		0.0		0.00556			0.00196			0.01668			0.0122		0.0		0.00072		0.0		0.00881		0.0		0.00124			0.00714	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA	0.0	0.0	0.0	0.0		0.18195		0.0	0.0		0.1916			0.00026		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.16402		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA	0.0	0.0	0.0		0.00628			0.05038			0.00671		0.0		0.04572		0.0	0.0		0.00144		0.0	0.0	0.0	0.0	0.0		0.05119			0.01169			0.00117		0.0		0.00025	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA	0.0	0.0	0.0		0.03167			0.71834			0.00813			0.01211			0.45578			0.0267		0.0	0.0	0.0	0.0		0.00898		0.0	0.0		0.44098			0.01113		0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA		0.00224		0.0	0.0	0.0		0.00029		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0004			0.00155		0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia		0.00292			0.00581			0.0135		0.0		1.82308		0.0		0.00235			1.85334		0.0	0.0	0.0	0.0		0.00429			0.00106			0.00572		0.0		2.06587			0.00268		0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.0	0.0	0.0	0.0		0.12997		0.0	0.0		0.1431		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.13062		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.0	0.0	0.0	0.0		0.76949		0.0	0.0		0.75949		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.92319		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans		0.00292			0.00494			0.00276		0.0		0.92362		0.0	0.0		0.95075		0.0	0.0	0.0	0.0		0.00429			0.00106			0.00572		0.0		1.01207		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified	0.0		0.00087			0.01075		0.0	0.0	0.0		0.00235		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00268		0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0.0		0.04362			0.04157			0.04041			0.90339			0.03503			0.00064			0.8603			0.02407		0.0		0.02285		0.0	0.0	0.0		0.03962			0.00176			0.80866			0.03449		0.0	0.0		0.01765	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	0.0	0.0	0.0	0.0		0.09961		0.0	0.0		0.07051		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.08609		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1728	0.0	0.0	0.0	0.0		0.08053		0.0	0.0		0.05384		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.06179		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_KLE_1745	0.0	0.0	0.0	0.0		0.01908		0.0	0.0		0.01666		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0243		0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified	0.0		0.04362			0.04157			0.04041			0.80378			0.03503			0.00064			0.78979			0.02407		0.0		0.02285		0.0	0.0	0.0		0.03962			0.00176			0.72257			0.03449		0.0	0.0		0.01765	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae		0.08849			0.16288			0.1871			0.06847			0.0068			0.06525			0.21281			0.01429			0.05523			0.12263			0.09752			0.12119			0.09006			0.06135			0.1398			0.14863			0.00689			0.06622			0.15722			0.18915			0.07328	
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname		0.08849			0.16288			0.1871			0.06847			0.0068			0.06525			0.21281			0.01429			0.05523			0.12263			0.09752			0.12119			0.09006			0.06135			0.1398			0.14863			0.00689			0.06622			0.15722			0.18915			0.07328	
