ID	FL24_1_metaphlan2	XS24_2_metaphlan2	XS24_3_metaphlan2	FS24_3_metaphlan2	NS0_3_metaphlan2	FS24_2_metaphlan2	NS24_1_metaphlan2	NS0_2_metaphlan2	IN24_2_metaphlan2	GS24_2_metaphlan2	IN24_3_metaphlan2	GS24_3_metaphlan2	FL24_3_metaphlan2	FL24_2_metaphlan2	XS24_1_metaphlan2	NS24_3_metaphlan2	NS0_1_metaphlan2	FS24_1_metaphlan2	NS24_2_metaphlan2	GS24_1_metaphlan2	IN24_1_metaphlan2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_unclassified	0.0	0.0	0.0	0.0		0.00166		0.0		0.00318			0.00501		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.00569		0.0	0.0		0.00524		0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella		0.8281			0.50972			0.52052			1.47177			0.4565			1.48459			0.26477			0.47474			0.98998			0.2881			0.9923			0.26675			0.72557			0.83576			0.50525			0.27133			0.46364			1.40153			0.25979			0.31678			0.95742	
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis		0.8281			0.50972			0.52052			1.47177			0.4565			1.48459			0.26477			0.47474			0.98998			0.2881			0.9923			0.26675			0.72557			0.83576			0.50525			0.27133			0.46364			1.40153			0.25979			0.31678			0.95742	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria		2.60033			2.99215			2.84447			4.9355			0.98909			4.99837			9.63523			0.94256			3.00577			1.93969			2.90698			1.94184			2.79364			2.85142			2.79303			10.42383			0.93638			4.62044			10.20899			1.83376			2.67228	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales		2.60033			2.99215			2.84447			4.9355			0.98909			4.99837			9.63523			0.94256			3.00577			1.93969			2.90698			1.94184			2.79364			2.85142			2.79303			10.42383			0.93638			4.62044			10.20899			1.83376			2.67228	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae		2.60033			2.99215			2.84447			4.9355			0.98909			4.99837			9.63523			0.94256			3.00577			1.93969			2.90698			1.94184			2.79364			2.85142			2.79303			10.42383			0.93638			4.62044			10.20899			1.83376			2.67228	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila		2.5772			2.9019			2.76803			4.90415			0.98909			4.97177			9.55636			0.94256			2.99053			1.91609			2.88692			1.91949			2.7623			2.81558			2.70661			10.30713			0.93638			4.59203			10.11057			1.80852			2.65666	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_sp_4_1_30		0.24322			0.26253			0.25694			0.45004			0.08436			0.46144			0.89442			0.08563			0.24781			0.16996			0.25883			0.18396			0.23771			0.2587			0.23534			0.92092			0.0697			0.44499			0.86857			0.17307			0.25825	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified		2.23476			2.52239			2.3925			4.245			0.85273			4.31137			8.25877			0.8094			2.63372			1.67904			2.5194			1.65769			2.42427			2.45795			2.35909			8.95891			0.82292			3.95762			8.87551			1.55784			2.30189	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia		0.09921			0.11698			0.11859			0.20911			0.052			0.19897			0.40317			0.04754			0.109			0.0671			0.1087			0.07784			0.10032			0.09893			0.11218			0.4273			0.04376			0.18942			0.36649			0.07761			0.09652	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio		0.02313			0.09025			0.07644			0.03135		0.0		0.02659			0.07887		0.0		0.01524			0.0236			0.02006			0.02235			0.03134			0.03584			0.08642			0.11671		0.0		0.02841			0.09842			0.02524			0.01562	
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger		0.02313			0.09025			0.07644			0.03135		0.0		0.02659			0.07887		0.0		0.01524			0.0236			0.02006			0.02235			0.03134			0.03584			0.08642			0.11671		0.0		0.02841			0.09842			0.02524			0.01562	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria		19.68316			25.85577			25.60774			18.71971			1.66684			18.98466			47.78062			1.85134			23.41796			41.35132			23.02917			41.38767			20.49581			20.76963			25.1689			48.12864			1.43495			18.63673			48.62416			39.38643			21.74929	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales		19.68316			25.85577			25.60774			18.71971			1.56469			18.98466			47.78062			1.76701			23.41796			41.35132			23.02917			41.38767			20.49581			20.76963			25.16662			48.12864			1.34277			18.63673			48.62416			39.38643			21.74929	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae		19.68316			25.85577			25.60774			18.71971			1.56469			18.98466			47.78062			1.76701			23.41796			41.35132			23.02917			41.38767			20.49581			20.76963			25.16662			48.12864			1.34277			18.63673			48.62416			39.38643			21.74929	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter		1.30663			0.29797			0.30841			0.35989			0.05043			0.35229			1.11902			0.04639			0.31326			0.59125			0.3073			0.63782			1.35005			1.38374			0.28651			1.1456			0.04344			0.34235			1.1025			0.6057			0.30821	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii		0.76086			0.17059			0.17306			0.21364			0.01936			0.21185			0.55928			0.02063			0.1871			0.32424			0.18036			0.33124			0.7185			0.72137			0.19066			0.57406			0.01804			0.19876			0.55822			0.34459			0.19262	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_30_2		0.01506			0.01288			0.01151			0.00298		0.0		0.00298			0.00571		0.0		0.0033			0.00468			0.00462			0.00742			0.01007			0.01507			0.01321			0.00334		0.0		0.00137			0.00569			0.00721			0.00767	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_KTE151		0.00241		0.0	0.0	0.0	0.0	0.0		0.00338		0.0	0.0		0.00287		0.0		0.00138			0.00508			0.00465		0.0		0.00172		0.0	0.0		0.00225			0.00169		0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_sp_KTE30		0.00726		0.0	0.0		0.00238		0.0	0.0		0.00159		0.0	0.0	0.0	0.0	0.0	0.0		0.00238		0.0	0.0	0.0	0.0	0.0		0.00205		0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_unclassified		0.52105			0.1145			0.12384			0.14089			0.03107			0.13746			0.54905			0.02575			0.12286			0.25946			0.12231			0.29778			0.6164			0.64028			0.08264			0.56648			0.02539			0.14223			0.53634			0.25017			0.10793	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter		0.25874			0.31164			0.33902			0.13981			0.01375			0.13589			0.28088			0.02639			0.11361			0.15262			0.14069			0.1546			0.30308			0.32644			0.32966			0.27365			0.021			0.11941			0.26792			0.15761			0.10716	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_aerogenes		0.04374			0.06605			0.0555		0.0		0.00757		0.0		0.14231			0.00997			0.03067			0.03411			0.03478			0.0299			0.05016			0.0538			0.0557			0.14712			0.00832		0.0		0.14209			0.03069			0.02561	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae		0.215			0.24559			0.28352			0.13981			0.00618			0.13589			0.13857			0.01642			0.08294			0.11851			0.10591			0.1247			0.25292			0.27263			0.27396			0.12652			0.01268			0.11941			0.12583			0.12692			0.08155	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia		17.49632			24.17171			23.91392			18.06784			1.4795			18.30767			46.02995			1.65559			22.76873			39.83491			22.32443			39.78683			18.22556			18.47323			23.68575			46.42371			1.25443			18.01149			46.94256			38.03909			21.11777	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli		13.4537			18.95802			20.40685			13.50636			1.24306			14.28616			35.97318			0.93394			17.91721			29.93792			17.0521			30.15205			13.58392			14.33743			18.4339			35.5116			1.25443			14.64333			35.30741			32.03264			17.69409	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified		4.04262			5.2137			3.50707			4.56149			0.23643			4.02151			10.05677			0.72165			4.85152			9.89699			5.27233			9.63478			4.64164			4.1358			5.25185			10.91211		0.0		3.36816			11.63516			6.00645			3.42367	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Hafnia		0.00356			0.00219		0.0	0.0	0.0	0.0		0.00726		0.0	0.0	0.0	0.0	0.0		0.00576			0.00759		0.0		0.01104		0.0	0.0		0.00725		0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Hafnia|s__Hafnia_unclassified		0.00356			0.00219		0.0	0.0	0.0	0.0		0.00726		0.0	0.0	0.0	0.0	0.0		0.00576			0.00759		0.0		0.01104		0.0	0.0		0.00725		0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella		0.6179			1.06901			1.04587			0.15217			0.02101			0.18881			0.34352			0.03864			0.22236			0.77255			0.25675			0.80842			0.61137			0.57864			0.8647			0.27464			0.0239			0.16347			0.30393			0.58403			0.21615	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca		0.046			0.09675			0.09728			0.00601		0.0		0.00309			0.03941		0.0		0.03074			0.04936			0.02786			0.04999			0.04502			0.04934			0.09615			0.03969		0.0		0.00225			0.03577			0.05017			0.03087	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae		0.50373			0.97226			0.94859			0.12697			0.02101			0.18572			0.3041			0.03864			0.19162			0.72319			0.22889			0.51471			0.52837			0.50026			0.76855			0.20131			0.02198			0.16122			0.26815			0.49737			0.14041	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified		0.06817		0.0	0.0		0.01919		0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.24372			0.03798			0.02904		0.0		0.03364			0.00193		0.0	0.0		0.03649			0.04488	
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella	0.0		0.00326			0.00052		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_unclassified	0.0		0.00326			0.00052		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	0.0	0.0	0.0	0.0		0.10216		0.0	0.0		0.08433		0.0	0.0	0.0	0.0	0.0	0.0		0.00228		0.0		0.09219		0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.0	0.0	0.0	0.0		0.10216		0.0	0.0		0.08433		0.0	0.0	0.0	0.0	0.0	0.0		0.00228		0.0		0.09219		0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0.0	0.0	0.0	0.0		0.10216		0.0	0.0		0.08433		0.0	0.0	0.0	0.0	0.0	0.0		0.00228		0.0		0.09219		0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0.0	0.0	0.0	0.0		0.10216		0.0	0.0		0.08433		0.0	0.0	0.0	0.0	0.0	0.0		0.00228		0.0		0.09219		0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes	0.0	0.0	0.0	0.0		0.00957		0.0	0.0		0.01055		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0073		0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia	0.0	0.0	0.0	0.0		0.00957		0.0	0.0		0.01055		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0073		0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0.0	0.0	0.0	0.0		0.00957		0.0	0.0		0.01055		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0073		0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0.0	0.0	0.0	0.0		0.00957		0.0	0.0		0.01055		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0073		0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes	0.0	0.0	0.0	0.0		0.00957		0.0	0.0		0.01055		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0073		0.0	0.0	0.0	0.0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes|s__Synergistes_unclassified	0.0	0.0	0.0	0.0		0.00957		0.0	0.0		0.01055		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0073		0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia		0.00823			0.16259			0.17183			0.00329		0.0		0.00034		0.0	0.0		0.00398			0.00397			0.0032			0.00299			0.01056			0.00836			0.158		0.0	0.0		0.0033		0.0		0.00016			0.00158	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae		0.00823			0.16259			0.17183			0.00329		0.0		0.00034		0.0	0.0		0.00398			0.00397			0.0032			0.00299			0.01056			0.00836			0.158		0.0	0.0		0.0033		0.0		0.00016			0.00158	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales		0.00823			0.16259			0.17183			0.00329		0.0		0.00034		0.0	0.0		0.00398			0.00397			0.0032			0.00299			0.01056			0.00836			0.158		0.0	0.0		0.0033		0.0		0.00016			0.00158	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae		0.00823			0.16259			0.17183			0.00329		0.0		0.00034		0.0	0.0		0.00398			0.00397			0.0032			0.00299			0.01056			0.00836			0.158		0.0	0.0		0.0033		0.0		0.00016			0.00158	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia		0.00823			0.16259			0.17183			0.00329		0.0		0.00034		0.0	0.0		0.00398			0.00397			0.0032			0.00299			0.01056			0.00836			0.158		0.0	0.0		0.0033		0.0		0.00016			0.00158	
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_unclassified		0.00823			0.16259			0.17183			0.00329		0.0		0.00034		0.0	0.0		0.00398			0.00397			0.0032			0.00299			0.01056			0.00836			0.158		0.0	0.0		0.0033		0.0		0.00016			0.00158	
